"CWE-ID","Project-Name","Method-ID","Fix Commit","Parent Commit","Badness","Tool-ID","Size","Start","End"
"CWE-20","tomcat","java/org/apache/coyote/http11/Http11AprProcessor.java$process","d2e8f2ede7dea39f75f68384f331f38f094e4ed3","","false","TOOL ID","169","206","375"
"CWE-20","tomcat","java/org/apache/coyote/http11/Http11AprProcessor.java$asyncDispatch","d2e8f2ede7dea39f75f68384f331f38f094e4ed3","","false","TOOL ID","37","378","415"
"CWE-200","tomcat","java/org/apache/jasper/xmlparser/ParserUtils.java$ParserUtils","b9e06ead01984483af73f48e7861bc7897f5e84f","","false","TOOL ID","9","73","82"
"CWE-200","tomcat","java/org/apache/jasper/xmlparser/ParserUtils.java$parseXMLDocument","b9e06ead01984483af73f48e7861bc7897f5e84f","","false","TOOL ID","35","96","131"
"CWE-94","camel","camel-core/src/main/java/org/apache/camel/component/file/GenericFileProducer.java$createFileName","3215fe50dd42c83a7a454dd36486843fe36eae4","9093b7ab99468758d7673e0d9d47883800de8650","true","TOOL ID","56","256","312"
"CWE-78","plexus-utils","src/main/java/org/codehaus/plexus/util/cli/shell/BourneShell.java$getExecutionPreamble","b38a1b3a4352303e4312b2bb601a0d7ec6e28f41","86c37983bb2bd92b1df43fe73f321ffbfa155070","true","TOOL ID","15","118","133"
"CWE-78","plexus-utils","src/main/java/org/codehaus/plexus/util/cli/shell/BourneShell.java$BourneShell","b38a1b3a4352303e4312b2bb601a0d7ec6e28f41","86c37983bb2bd92b1df43fe73f321ffbfa155070","true","TOOL ID","14","55","69"
"CWE-78","plexus-utils","src/main/java/org/codehaus/plexus/util/cli/shell/BourneShell.java$getExecutable","b38a1b3a4352303e4312b2bb601a0d7ec6e28f41","86c37983bb2bd92b1df43fe73f321ffbfa155070","true","TOOL ID","8","72","80"
"CWE-78","plexus-utils","src/main/java/org/codehaus/plexus/util/cli/shell/BourneShell.java$unifyQuotes","b38a1b3a4352303e4312b2bb601a0d7ec6e28f41","86c37983bb2bd92b1df43fe73f321ffbfa155070","true","TOOL ID","13","157","170"
"CWE-611","tika","tika-core/src/main/java/org/apache/tika/utils/XMLReaderUtils.java$trySetXercesSecurityManager","4e67928412ad56333d400f3728ecdb59d07d9d63","705b79ccb6c0ad0f92a3a185bf7e66cacf899931","true","TOOL ID","35","547","582"
"CWE-611","tika","tika-core/src/main/java/org/apache/tika/utils/XMLReaderUtils.java$trySetStaxSecurityManager","4e67928412ad56333d400f3728ecdb59d07d9d63","705b79ccb6c0ad0f92a3a185bf7e66cacf899931","true","TOOL ID","10","584","594"
"CWE-22","lucene-solr","solr/core/src/java/org/apache/solr/handler/ReplicationHandler.java$DirectoryFileStream","ae789c252687dc8a18bfdb677f2e6cd14570e4d","","false","TOOL ID","18","1328","1346"
"CWE-200","jasypt","src/main/java/org/jasypt/digest/StandardByteDigester.java$matches","8e62852a8018978ee19d39056c650fb66ffa0ff6","cef07e36654c3eefe02c524d56ca759dba8c41ca","true","TOOL ID","69","1041","1110"
"CWE-611","cxf","rt/rs/extensions/providers/src/main/java/org/apache/cxf/jaxrs/provider/atom/AbstractAtomProvider.java$readFrom","d9e2a6e7260ea12efa5355ffdfbf0b2415bccd14","","false","TOOL ID","13","86","99"
"CWE-119","tomcat55","connectors/http11/src/java/org/apache/coyote/http11/Http11Processor.java$addInputFilter","4faaca9353e5e3f963c7a674b3ac6a0bd1c3757e","aca9f890b605308ee739d8f8bcd526f1ef90cf3a","true","TOOL ID","19","1669","1688"
"CWE-119","tomcat55","connectors/http11/src/java/org/apache/coyote/http11/Http11Processor.java$initializeFilters","4faaca9353e5e3f963c7a674b3ac6a0bd1c3757e","aca9f890b605308ee739d8f8bcd526f1ef90cf3a","true","TOOL ID","21","1639","1660"
"CWE-502","struts","plugins/rest/src/main/java/org/apache/struts2/rest/handler/XStreamHandler.java$createXStream","6dd6e5cfb7b5e020abffe7e8091bd63fe97c10a","b9a0c497d3fd872defc9683341c8ceaccc23b7f1","true","TOOL ID","2","49","51"
"CWE-502","struts","plugins/rest/src/main/java/org/apache/struts2/rest/handler/XStreamHandler.java$fromObject","6dd6e5cfb7b5e020abffe7e8091bd63fe97c10a","b9a0c497d3fd872defc9683341c8ceaccc23b7f1","true","TOOL ID","6","36","42"
"CWE-502","struts","plugins/rest/src/main/java/org/apache/struts2/rest/handler/XStreamHandler.java$toObject","6dd6e5cfb7b5e020abffe7e8091bd63fe97c10a","b9a0c497d3fd872defc9683341c8ceaccc23b7f1","true","TOOL ID","3","44","47"
"CWE-502","struts","plugins/rest/src/main/java/org/apache/struts2/rest/handler/XStreamHandler.java$getExtension","6dd6e5cfb7b5e020abffe7e8091bd63fe97c10a","b9a0c497d3fd872defc9683341c8ceaccc23b7f1","true","TOOL ID","2","57","59"
"CWE-310","bc-java","prov/src/main/java/org/bouncycastle/jcajce/provider/asymmetric/ec/IESCipher.java$ECIESwithAESCBC","413b42f4d770456508585c830cfcde95f9b0e93b","1127131c89021612c6eefa26dbe5714c194e7495","true","TOOL ID","3","539","542"
"CWE-284","ambari","contrib/views/files/src/main/java/org/apache/ambari/view/filebrowser/PropertyValidator.java$validateProperty","eaf8cc4cd2015456307ff3fcf98e49f2826fa270","","false","TOOL ID","11","35","46"
"CWE-668","tomcat","java/org/apache/catalina/core/AsyncContextImpl.java$fireOnComplete","dfa40863421d7681fed893b4256666491887e38c","","false","TOOL ID","21","98","119"
"CWE-79","tomcat","java/org/apache/catalina/manager/JspHelper.java$localeToString","5971f9392edc6d70808b2599b062b050fcd11d23","","false","TOOL ID","6","55","61"
"CWE-74","jolokia","agent/core/src/main/java/org/jolokia/http/AgentServlet.java$init","1b360b8889f0ed51165a8d1ac55dd8e0aa2dfd4","e4800362e1059ef103387bd55c86b2cb8858a3ed","true","TOOL ID","28","118","146"
"CWE-74","jolokia","agent/core/src/main/java/org/jolokia/http/AgentServlet.java$sendResponse","1b360b8889f0ed51165a8d1ac55dd8e0aa2dfd4","e4800362e1059ef103387bd55c86b2cb8858a3ed","true","TOOL ID","21","471","492"
"CWE-20","tomcat","java/org/apache/coyote/http11/Http11NioProcessor.java$Http11NioProcessor","d6a9898125f34e593de426e8c7dabb0f224fc00f","","false","TOOL ID","12","65","77"
"CWE-863","geode","geode-core/src/main/java/org/apache/geode/management/internal/cli/functions/FetchRegionAttributesFunction.java$getRequiredPermissions","6df14c8b1e3c644f9f810149e80bba0c2f073dab","","false","TOOL ID","3","87","90"
"CWE-22","storm","storm-server/src/main/java/org/apache/storm/localizer/LocalizedResource.java$LocalizedResource","1117a37b01a1058897a34e11ff5156e465efb69","1bd53a58e198efd2e43cc3bd5edfc6514816ebef","true","TOOL ID","13","92","105"
"CWE-22","storm","storm-server/src/main/java/org/apache/storm/localizer/LocalizedResource.java$downloadToTempLocation","1117a37b01a1058897a34e11ff5156e465efb69","1bd53a58e198efd2e43cc3bd5edfc6514816ebef","true","TOOL ID","43","238","281"
"CWE-601","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/util/UaaUrlUtils.java$getRequestPath","8a599448781acd481aa9dab1b0bde3424e00ced","","false","TOOL ID","9","220","229"
"CWE-22","jenkins","core/src/main/java/hudson/Plugin.java$doDynamic","eb03a42078f29dbed3742b8740c95e02890e4545","","false","TOOL ID","19","226","245"
"CWE-863","geode","geode-lucene/src/main/java/org/apache/geode/cache/lucene/internal/cli/functions/LuceneListIndexFunction.java$execute","aa469239860778eb46e09dd7b390aee08f152480","82f41a489fb5a127fc760c209f1f05190a76da9e","true","TOOL ID","13","59","72"
"CWE-611","javamelody","javamelody-core/src/main/java/net/bull/javamelody/PayloadNameRequestWrapper.java$parseSoapMethodName","ef111822562d0b9365bd3e671a75b65bd0613353","","false","TOOL ID","40","234","274"
"CWE-310","commons-compress","src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java$mainSort","6e95697e783767f3549f00d7d2e1b002eac4a3d4","b06f7b41c936ef1a79589d16ea5c1d8b93f71f66","true","TOOL ID","164","404","568"
"CWE-310","commons-compress","src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java$mainSimpleSort","6e95697e783767f3549f00d7d2e1b002eac4a3d4","b06f7b41c936ef1a79589d16ea5c1d8b93f71f66","true","TOOL ID","182","71","253"
"CWE-310","commons-compress","src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java$mainQSort3","6e95697e783767f3549f00d7d2e1b002eac4a3d4","b06f7b41c936ef1a79589d16ea5c1d8b93f71f66","true","TOOL ID","103","299","402"
"CWE-310","bc-java","core/src/main/java/org/bouncycastle/asn1/ua/DSTU4145PointEncoder.java$decodePoint","5cb2f0578e6ec8f0d67e59d05d8c4704d8e05f83","8bfd438251442bfe6e0cdaabe054a3ffc88d794e","true","TOOL ID","42","107","149"
"CWE-552","spring-framework","spring-websocket/src/main/java/org/springframework/web/socket/sockjs/transport/handler/JsonpPollingTransportHandler.java$getFrameFormat","a95c3d820dbc4c3ae752f1b3ee22ee860b162402","","false","TOOL ID","11","82","93"
"CWE-502","spring-security","core/src/main/java/org/springframework/security/jackson2/SecurityJackson2Modules.java$enableDefaultTyping","947d11f433b78294942cb5ea56e8aa5c3a0ca43","","false","TOOL ID","7","65","72"
"CWE-502","spring-security","core/src/main/java/org/springframework/security/jackson2/SecurityJackson2Modules.java$getModules","947d11f433b78294942cb5ea56e8aa5c3a0ca43","","false","TOOL ID","9","97","106"
"CWE-502","logging-log4j2","log4j-core/src/main/java/org/apache/logging/log4j/core/net/server/TcpSocketServer.java$createSerializedSocketServer","5dcc19215827db29c993d0305ee2b0d8dd05939d","","false","TOOL ID","7","167","174"
"CWE-502","logging-log4j2","log4j-core/src/main/java/org/apache/logging/log4j/core/net/server/TcpSocketServer.java$main","5dcc19215827db29c993d0305ee2b0d8dd05939d","","false","TOOL ID","14","199","213"
"CWE-94","camel","camel-core/src/main/java/org/apache/camel/component/file/GenericFileProducer.java$createFileName","27a9752a565fbef436bac4fcf22d339e3295b2a","","false","TOOL ID","58","257","315"
"CWE-22","jenkins","core/src/main/java/hudson/model/FileParameterValue.java$createBuildWrapper","c3351d2e7c3edfee82b9470e9aa1168982296072","","false","TOOL ID","24","154","178"
"CWE-22","jenkins","core/src/main/java/hudson/model/FileParameterValue.java$doDynamic","c3351d2e7c3edfee82b9470e9aa1168982296072","","false","TOOL ID","30","228","258"
"CWE-22","jenkins","core/src/main/java/hudson/model/FileParameterValue.java$getLocationUnderBuild","c3351d2e7c3edfee82b9470e9aa1168982296072","","false","TOOL ID","2","266","268"
"CWE-269","pljava","pljava/src/main/java/org/postgresql/pljava/management/Commands.java$addTypeMapping","f0a41359ede67335c5ef3fe73a9f10da96d71760","","false","TOOL ID","32","513","545"
"CWE-269","pljava","pljava/src/main/java/org/postgresql/pljava/management/Commands.java$dropTypeMapping","f0a41359ede67335c5ef3fe73a9f10da96d71760","","false","TOOL ID","17","557","574"
"CWE-269","pljava","pljava/src/main/java/org/postgresql/pljava/management/Commands.java$getFullSqlNameOwned","f0a41359ede67335c5ef3fe73a9f10da96d71760","","false","TOOL ID","37","1027","1064"
"CWE-269","pljava","pljava/src/main/java/org/postgresql/pljava/management/Commands.java$getSchemaId","f0a41359ede67335c5ef3fe73a9f10da96d71760","","false","TOOL ID","19","1124","1143"
"CWE-20","struts","core/src/main/java/org/apache/struts2/result/PostbackResult.java$makePostbackUri","6efaf900d4ffb7be8a74065af5553bad2389f72","","false","TOOL ID","32","130","162"
"CWE-200","jenkins","core/src/main/java/hudson/lifecycle/WindowsInstallerLink.java$doDoInstall","6867e4469525d16319b1bae9c840b933fe4e23c4","","false","TOOL ID","47","113","160"
"CWE-200","jenkins","core/src/main/java/hudson/lifecycle/WindowsInstallerLink.java$doRestart","6867e4469525d16319b1bae9c840b933fe4e23c4","","false","TOOL ID","66","175","241"
"CWE-352","projectforge-webapp","src/main/java/org/projectforge/web/wicket/components/DropFileContainer.java$onInitialize","422de35e3c3141e418a73bfb39b430d5fd74077e","","false","TOOL ID","28","78","106"
"CWE-200","hadoop","hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/main/java/org/apache/hadoop/mapred/LocalContainerLauncher.java$runSubtask","6b710a42e00acca405e085724c89cda016cf7442","53fe4eff09fdaeed75a8cad3a26156bf963a8d37","true","TOOL ID","121","352","473"
"CWE-20","xstream","xstream/src/java/com/thoughtworks/xstream/security/PrimitiveTypePermission.java$allows","b3570be2f39234e61f99f9a20640756ea71b1b4","228004b9ebe7a8b9b74a25500b1c9175cbac7760","true","TOOL ID","3","23","26"
"CWE-835","jenkins","core/src/main/java/hudson/scheduler/CronTab.java$ceil","73afa0ca786a87f05b5433e2e38f863826fcad17","","false","TOOL ID","40","333","373"
"CWE-264","tomcat","java/org/apache/coyote/ajp/AjpAprProcessor.java$process","a2538ce78f83b7376c48d12d8247600079d789b1","3513acc544ae5f1ba22ee8c70eb1fcc9180b439c","true","TOOL ID","125","105","230"
"CWE-184","jackson-databind","src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java$isIgnorableType","60d459cedcf079c6106ae7da2ac562bc32dcabe1","","false","TOOL ID","22","866","888"
"CWE-184","jackson-databind","src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java$createBeanDeserializer","60d459cedcf079c6106ae7da2ac562bc32dcabe1","","false","TOOL ID","49","124","173"
"CWE-79","syncope","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/ConnInstanceValidator.java$isValid","36fb466afd64894170fa5e2e030ce6895120b1a","","false","TOOL ID","43","29","72"
"CWE-190_CWE-444","jetty.project","jetty-server/src/main/java/org/eclipse/jetty/server/HttpChannel.java$badMessage","a285deea42fcab60d9edcf994e458c238a348b55","d7ce334f8fd19e08410a79c0bc60ff0a3a5d1489","true","TOOL ID","31","713","744"
"CWE-310","bc-java","core/src/main/java/org/bouncycastle/math/ec/custom/sec/SecP521R1Curve.java$SecP521R1Curve","5cb2f0578e6ec8f0d67e59d05d8c4704d8e05f83","","false","TOOL ID","14","19","33"
"CWE-835","netty","handler/src/main/java/io/netty/handler/ssl/OpenSslEngine.java$wrap","9e2c400f89c5badc39919f811179d3d42ac5257c","a14eda7db055cbe3b32dc34370701c841879d2ae","true","TOOL ID","96","459","555"
"CWE-863","geode","geode-core/src/main/java/org/apache/geode/management/internal/cli/functions/CreateDefinedIndexesFunction.java$execute","aa469239860778eb46e09dd7b390aee08f152480","","false","TOOL ID","75","48","123"
"CWE-94","struts","core/src/main/java/org/apache/struts2/dispatcher/mapper/DefaultActionMapper.java$parseNameAndNamespace","711cf0201cdd319a38cf29238913312355db29ba","","false","TOOL ID","52","374","426"
"CWE-611","lucene-solr","solr/core/src/java/org/apache/solr/util/SystemIdResolver.java$resolveEntity","96f079b4b47eaadff65c7aaf0e5bafe68e30ec3","2558a06f3c8040d47de6606da2539532e4c67854","true","TOOL ID","30","127","157"
"CWE-287","spring-security","ldap/src/main/java/org/springframework/security/ldap/authentication/AbstractLdapAuthenticationProvider.java$authenticate","7dbb8e777ece8675f3333a1ef1cb4d6b9be80395","bb563967cc821f8365983580ef8eac22037fdcdf","true","TOOL ID","27","40","67"
"CWE-200","email-ext-plugin","src/main/java/hudson/plugins/emailext/plugins/recipients/FirstFailingBuildSuspectsRecipientProvider.java$addRecipients","af2cc9bf649781c3c84c6891298db0d8601b193d","","false","TOOL ID","51","55","106"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$scanAll","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","13","1149","1162"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$User","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","4","163","167"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$doRssLatest","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","19","971","990"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$resolve","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","14","1246","1260"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$save","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","10","856","866"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getIllegalPersistedUsernames","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","6","1136","1142"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$doDoDelete","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","11","950","961"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$compareTo","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","6","1199","1205"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$writeReplace","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","2","868","870"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getDescription","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","3","263","266"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$delete","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","10","887","897"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$doConfigSubmit","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","36","909","945"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getAuthorities","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","23","1039","1062"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getBuilds","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","8","779","787"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getTarget","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","14","1108","1122"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$reload","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","10","700","710"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$rss","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","3","992","995"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$impersonate","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","3","395","398"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$isIdOrFullnameAllowed","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","11","840","851"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$get","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","7","650","657"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$setFullName","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","3","258","261"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$doContextMenu","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","2","1104","1106"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$canDelete","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","4","1026","1030"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getACL","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","5","1016","1021"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getUserDetailsForImpersonation","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","26","348","374"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getProperty","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","6","313","319"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getAll","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","16","679","695"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getOrCreateByIdOrFullName","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","2","629","631"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$idStrategy","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","8","176","184"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$doSubmitDescription","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","8","403","411"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$addProperty","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","9","287","296"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getAllProperties","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","7","301","308"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getTransientActions","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","6","1096","1102"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getPropertyActions","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","8","1081","1089"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getOrCreate","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","73","487","560"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$rekey","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","17","733","750"
"CWE-22","jenkins","core/src/main/java/hudson/model/User.java$getDynamic","4ed66e5838476e575a83c3cd13fffb37eefa2f48","c19cc705688cfffa4fe735e0edbe84862b6c135f","true","TOOL ID","10","1064","1074"
"CWE-20","struts","xwork-core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java$getUrlRegex","eccc31ebce5430f9e91b9684c63eaaf885e603f9","1c92a8b2c910abdfaf97b95f4bf5ec2bfbeefeb7","true","TOOL ID","21","70","91"
"CWE-863","geode","geode-connectors/src/main/java/org/apache/geode/connectors/jdbc/internal/cli/CreateConnectionFunction.java$createSuccessResult","49d28f93fd2ef069693ce15d124ef3a29f22fb7d","","false","TOOL ID","4","56","60"
"CWE-79","javamelody","javamelody-core/src/main/java/net/bull/javamelody/HtmlSessionInformationsReport.java$writeSession","aacbc46151ff4ac1ca34ce0899c2a6113071c66e","581a1de11ab9cd1e50e3b0a3b67049cedd4763ac","true","TOOL ID","53","131","184"
"CWE-22","rdf4j","util/src/main/java/org/eclipse/rdf4j/common/io/ZipUtil.java$writeEntry","df15a4d7a8f2789c043b27c9eafe1b30316cfa79","","false","TOOL ID","16","91","107"
"CWE-20","ognl","src/java/ognl/OgnlRuntime.java$getChildSource","ae43073fbf38db8371ff4f8bf2a966ee3b5f7e92","0192a5d03ee88e723effa8d525d54164c487008a","true","TOOL ID","60","2918","2978"
"CWE-200","activemq","activemq-client/src/main/java/org/apache/activemq/openwire/OpenWireFormatFactory.java$createWireFormat","5fa0bbd5156f29d97dcf48fd9fdb6a0488a8df1a","","false","TOOL ID","34","50","84"
"CWE-200","activemq","activemq-client/src/main/java/org/apache/activemq/openwire/OpenWireFormatFactory.java$setPlatformDetails","5fa0bbd5156f29d97dcf48fd9fdb6a0488a8df1a","","false","TOOL ID","2","195","197"
"CWE-89","uaa","common/src/main/java/org/cloudfoundry/identity/uaa/rest/jdbc/SimpleSearchQueryConverter.java$comparisonClause","6bf1c0ae1abc9aaba957708e0b2dfb6a70aab826","cb1cc7709fef43aa64933754b0e3f4fc2a4f46bd","true","TOOL ID","42","133","175"
"CWE-345","tomcat80","java/org/apache/catalina/filters/CorsFilter.java$handleSimpleCORS","f52c242d92d4563dd1226dcc993ec37370ba9ce3","b14b0e99c528e7c776fdc8ab61d6dda6b47457a2","true","TOOL ID","69","233","302"
"CWE-611","uima-uimaj","uimaj-tools/src/main/java/org/apache/uima/tools/util/htmlview/AnnotationViewGenerator.java$AnnotationViewGenerator","39909bf21fd694f4fb792d1de8adc72562ead25e","","false","TOOL ID","11","87","98"
"CWE-755","tomcat","java/org/apache/catalina/servlets/DefaultServlet.java$serveResource","3242efea525df01d15da6e90ea69a9a21b10b454","","false","TOOL ID","352","718","1070"
"CWE-352","saltstack-plugin","src/main/java/com/waytta/SaltAPIBuilder.java$doTestConnection","5306bcc438ff989e4b1999a0208fd6854979999b","","false","TOOL ID","44","471","515"
"CWE-352","saltstack-plugin","src/main/java/com/waytta/SaltAPIBuilder.java$doFillCredentialsIdItems","5306bcc438ff989e4b1999a0208fd6854979999b","","false","TOOL ID","15","517","532"
"CWE-352","saltstack-plugin","src/main/java/com/waytta/SaltAPIBuilder.java$doCheckCredentialsId","5306bcc438ff989e4b1999a0208fd6854979999b","","false","TOOL ID","26","556","582"
"CWE-79","jsoup","src/main/java/org/jsoup/parser/TokeniserState.java$read","4edb78991f8d0bf87dafde5e01ccd8922065c9b2","","false","TOOL ID","46","733","779"
"CWE-269","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/scim/jdbc/JdbcScimGroupExternalMembershipManager.java$getExternalGroupMapsByExternalGroup","4e4d653edb6b8f68e12b7c415e07e068b1574b8","d1fb59bc6fbbe98bcdc7b53a384f405e2ac831b2","true","TOOL ID","13","259","272"
"CWE-269","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/scim/jdbc/JdbcScimGroupExternalMembershipManager.java$getExternalGroupMapsByGroupId","4e4d653edb6b8f68e12b7c415e07e068b1574b8","d1fb59bc6fbbe98bcdc7b53a384f405e2ac831b2","true","TOOL ID","12","210","222"
"CWE-269","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/scim/jdbc/JdbcScimGroupExternalMembershipManager.java$getExternalGroupMapsByGroupName","4e4d653edb6b8f68e12b7c415e07e068b1574b8","d1fb59bc6fbbe98bcdc7b53a384f405e2ac831b2","true","TOOL ID","18","224","242"
