"Project fix commit","Parent Commit"
"https://github.com/apache/camel483b445dc77487e2d0f3d8c8bf1a7bbab04464c","f2591ca3e1251702c4c284e9e1c0fb12c1b7e0c7"
"https://github.com/itext/itext7930a1c81f8ea4952df540f041befbfa2d6757838","03c809e0a3bf70308f7b37c9920c4bebaca913f2"
"https://github.com/pgjdbc/pgjdbccdeeaca47dc3bc6f727c79a582c9e4123099526e","c2885dd0cfc793f81e5dd3ed2300bb32476eb14a"
"https://github.com/apache/portals-pluto89f6a59a740d0a8318640ca6015e9a381c5c6b50","13a67911ead04ccbb80a492d567c5a2878fa8a8f"
"https://github.com/cloudfoundry/uaa24c270ce725df890727b2bd7d8a4f338a3a58b7","cba30744018fe50dc23e6824a8d7e0a4453bd428"
"https://github.com/apache/camel9f7376abbff7434794f2c7c2909e02bac232fb5","c82284cfecfdb683b3dd19b7e26fbdf5c5480234"
"https://github.com/apache/tomcat184cdc0d3f03f5737e12d21fff246d7285034597","321e2569c979ff75ecb128d3091ffc44e0a3d5ad"
"https://github.com/apache/httpcomponents-clientd954cd287dfcdad8f153e61181e20d253175ca8c","e8a9743284763ce555b3a9421dc011456c4bda31"
"https://github.com/apache/geronimof8a612df7b06729bfd6c826e1a110d4bb40dc1f5","6d3cfe9ebbdb57e31b9876b6e50f098e6c25af9e"
"https://github.com/apache/spark8efc6e986554ae66eab93cd64a9035d716adbab","640afa49aa349c7ebe35d365eec3ef9bb7710b1d"
"https://github.com/FasterXML/jackson-databind051bd5e447fbc9539e12a4fe90eb989dba0c656","18dc249e793b15e40e67753ea5e988bd428b1a92"
"https://github.com/apache/syncope979c28abf2587c73b57d20e4b892410fdd336f0","7915c896f7c0b922714fda4eb47bc5b4042997be"
"https://github.com/apache/wicketdffba2ce410ec7e917ad350d3528af4df67bc348","497a5d629b609d2e6039b2df6c35bc1035077984"
"https://github.com/apache/strutsa89bbe22cd2461748d595a89a254de888a415e6c","72471d7075681bea52046645ad7aa34e9c53751e"
"https://github.com/apache/struts8b4fc81daeea3834bcbf73de5f48d0021917aa3","54e5c912ebd9a1599bfcf7a719da17c28127bbe3"
"https://github.com/apache/camel87c92b7b38890c217bc76f2c55036e6a5cca9a0","9f7376abbff7434794f2c7c2909e02bac232fb5b"
"https://github.com/apache/hbase30e98b4455f971c9cb3c02ac7b2daeebe4ee6f2","304f927632e488d8fe7c738bf29ad37549359f4f"
"https://github.com/eclipse/vert.x1bb6445226c39a95e7d07ce3caaf56828e8aab72","513b18b909a144b75ff755414cd0625150149a3d"
"https://github.com/apache/syncope726231fbf7b817bd2a9467171dcb1c0087c75bc","222a486e11ae0bd7d5ce42ba9c6aba3be5a0887a"
"https://github.com/sebfz1/wicket-jquery-ui3e8cfdcb0f8e6e0cf0da01e74501afb5c9bff0f","554f6cc0e92071e7d7f73a127d61abd22b3ba1ca"
"https://github.com/spring-projects/spring-frameworkd63cfc8eebc396be009e733a81ebb4c984811f6e","7621cc787de4eec9aac51e1d5be93798f435d744"
